ID,0,1,2
sm__ops_path_tensor_src_int8_sparsity_off.avg.per_cycle_elapsed,0,0,0
sm__ops_path_tensor_src_int8_sparsity_off.avg.per_second,0,0,0
sm__ops_path_tensor_src_int8_sparsity_off.max,0,0,0
sm__ops_path_tensor_src_int8_sparsity_off.max.pct_of_peak_sustained_elapsed [%],0,0,0
sm__ops_path_tensor_src_int8_sparsity_off.max.peak_sustained,"2,048","2,048","2,048"
sm__ops_path_tensor_src_int8_sparsity_off.max.peak_sustained_elapsed.per_second,"1,202,007,662,835.25","1,198,159,461,470.20","1,198,588,932,643.28"
sm__ops_path_tensor_src_int8_sparsity_off.max.per_cycle_elapsed,0,0,0
sm__ops_path_tensor_src_int8_sparsity_off.max.per_second,0,0,0
sm__ops_path_tensor_src_int8_sparsity_off.min,0,0,0
sm__ops_path_tensor_src_int8_sparsity_off.min.pct_of_peak_sustained_elapsed [%],0,0,0
sm__ops_path_tensor_src_int8_sparsity_off.min.peak_sustained,"2,048","2,048","2,048"
sm__ops_path_tensor_src_int8_sparsity_off.min.peak_sustained_elapsed.per_second,"1,202,007,662,835.25","1,198,159,461,470.20","1,198,588,932,643.28"
sm__ops_path_tensor_src_int8_sparsity_off.min.per_cycle_elapsed,0,0,0
sm__ops_path_tensor_src_int8_sparsity_off.min.per_second,0,0,0
sm__ops_path_tensor_src_int8_sparsity_off.sum,0,0,0
sm__ops_path_tensor_src_int8_sparsity_off.sum.pct_of_peak_sustained_elapsed [%],0,0,0
sm__ops_path_tensor_src_int8_sparsity_off.sum.peak_sustained,"118,784","118,784","118,784"
sm__ops_path_tensor_src_int8_sparsity_off.sum.peak_sustained_elapsed.per_second,"69,716,444,444,444.44","69,493,248,765,271.64","69,518,158,093,310.02"
sm__ops_path_tensor_src_int8_sparsity_off.sum.per_cycle_elapsed,0,0,0
sm__ops_path_tensor_src_int8_sparsity_off.sum.per_second,0,0,0
sm__ops_path_tensor_src_int8_sparsity_on.avg,0,0,0
sm__ops_path_tensor_src_int8_sparsity_on.avg.pct_of_peak_sustained_elapsed [%],0,0,0
sm__ops_path_tensor_src_int8_sparsity_on.avg.peak_sustained,"4,096","4,096","4,096"
sm__ops_path_tensor_src_int8_sparsity_on.avg.peak_sustained_elapsed.per_second,"2,404,015,325,670.50","2,396,318,922,940.40","2,397,177,865,286.55"
sm__ops_path_tensor_src_int8_sparsity_on.avg.per_cycle_elapsed,0,0,0
sm__ops_path_tensor_src_int8_sparsity_on.avg.per_second,0,0,0
sm__ops_path_tensor_src_int8_sparsity_on.max,0,0,0
sm__ops_path_tensor_src_int8_sparsity_on.max.pct_of_peak_sustained_elapsed [%],0,0,0
sm__ops_path_tensor_src_int8_sparsity_on.max.peak_sustained,"4,096","4,096","4,096"
sm__ops_path_tensor_src_int8_sparsity_on.max.peak_sustained_elapsed.per_second,"2,404,015,325,670.50","2,396,318,922,940.40","2,397,177,865,286.55"
sm__ops_path_tensor_src_int8_sparsity_on.max.per_cycle_elapsed,0,0,0
sm__ops_path_tensor_src_int8_sparsity_on.max.per_second,0,0,0
sm__ops_path_tensor_src_int8_sparsity_on.min,0,0,0
sm__ops_path_tensor_src_int8_sparsity_on.min.pct_of_peak_sustained_elapsed [%],0,0,0
sm__ops_path_tensor_src_int8_sparsity_on.min.peak_sustained,"4,096","4,096","4,096"
sm__ops_path_tensor_src_int8_sparsity_on.min.peak_sustained_elapsed.per_second,"2,404,015,325,670.50","2,396,318,922,940.40","2,397,177,865,286.55"
sm__ops_path_tensor_src_int8_sparsity_on.min.per_cycle_elapsed,0,0,0
sm__ops_path_tensor_src_int8_sparsity_on.min.per_second,0,0,0
sm__ops_path_tensor_src_int8_sparsity_on.sum,0,0,0
sm__ops_path_tensor_src_int8_sparsity_on.sum.pct_of_peak_sustained_elapsed [%],0,0,0
sm__ops_path_tensor_src_int8_sparsity_on.sum.peak_sustained,"237,568","237,568","237,568"
sm__ops_path_tensor_src_int8_sparsity_on.sum.peak_sustained_elapsed.per_second,"139,432,888,888,888.88","138,986,497,530,543.28","139,036,316,186,620.03"
sm__ops_path_tensor_src_int8_sparsity_on.sum.per_cycle_elapsed,0,0,0
sm__ops_path_tensor_src_int8_sparsity_on.sum.per_second,0,0,0
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_off.avg,0,0,0
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_off.avg.pct_of_peak_sustained_elapsed [%],0,0,0
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_off.avg.peak_sustained,256,256,256
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_off.avg.peak_sustained_elapsed.per_second,"150,250,957,854.41","149,769,932,683.78","149,823,616,580.41"
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_off.avg.per_cycle_elapsed,0,0,0
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_off.avg.per_second,0,0,0
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_off.max,0,0,0
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_off.max.pct_of_peak_sustained_elapsed [%],0,0,0
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_off.max.peak_sustained,256,256,256
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_off.max.peak_sustained_elapsed.per_second,"150,250,957,854.41","149,769,932,683.78","149,823,616,580.41"
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_off.max.per_cycle_elapsed,0,0,0
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_off.max.per_second,0,0,0
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_off.min,0,0,0
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_off.min.pct_of_peak_sustained_elapsed [%],0,0,0
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_off.min.peak_sustained,256,256,256
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_off.min.peak_sustained_elapsed.per_second,"150,250,957,854.41","149,769,932,683.78","149,823,616,580.41"
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_off.min.per_cycle_elapsed,0,0,0
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_off.min.per_second,0,0,0
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_off.sum,0,0,0
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_off.sum.pct_of_peak_sustained_elapsed [%],0,0,0
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_off.sum.peak_sustained,"14,848","14,848","14,848"
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_off.sum.peak_sustained_elapsed.per_second,"8,714,555,555,555.55","8,686,656,095,658.96","8,689,769,761,663.75"
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_off.sum.per_cycle_elapsed,0,0,0
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_off.sum.per_second,0,0,0
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_on.avg,0,0,0
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_on.avg.pct_of_peak_sustained_elapsed [%],0,0,0
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_on.avg.peak_sustained,512,512,512
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_on.avg.peak_sustained_elapsed.per_second,"300,501,915,708.81","299,539,865,367.55","299,647,233,160.82"
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_on.avg.per_cycle_elapsed,0,0,0
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_on.avg.per_second,0,0,0
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_on.max,0,0,0
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_on.max.pct_of_peak_sustained_elapsed [%],0,0,0
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_on.max.peak_sustained,512,512,512
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_on.max.peak_sustained_elapsed.per_second,"300,501,915,708.81","299,539,865,367.55","299,647,233,160.82"
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_on.max.per_cycle_elapsed,0,0,0
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_on.max.per_second,0,0,0
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_on.min,0,0,0
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_on.min.pct_of_peak_sustained_elapsed [%],0,0,0
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_on.min.peak_sustained,512,512,512
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_on.min.peak_sustained_elapsed.per_second,"300,501,915,708.81","299,539,865,367.55","299,647,233,160.82"
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_on.min.per_cycle_elapsed,0,0,0
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_on.min.per_second,0,0,0
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_on.sum,0,0,0
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_on.sum.pct_of_peak_sustained_elapsed [%],0,0,0
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_on.sum.peak_sustained,"29,696","29,696","29,696"
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_on.sum.peak_sustained_elapsed.per_second,"17,429,111,111,111.11","17,373,312,191,317.91","17,379,539,523,327.50"
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_on.sum.per_cycle_elapsed,0,0,0
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_on.sum.per_second,0,0,0
sm__pipe_alu_cycles_active.avg.pct_of_peak_sustained_active [%],0.29,1.07,3.05
sm__pipe_alu_cycles_active.avg.pct_of_peak_sustained_elapsed [%],0.00,0.02,0.05
sm__pipe_alu_cycles_active.max.pct_of_peak_sustained_active [%],17.00,62.10,176.92
sm__pipe_alu_cycles_active.max.pct_of_peak_sustained_elapsed [%],0.09,1.07,3.02
sm__pipe_alu_cycles_active.min.pct_of_peak_sustained_active [%],0,0,0
sm__pipe_alu_cycles_active.min.pct_of_peak_sustained_elapsed [%],0,0,0
sm__pipe_alu_cycles_active.sum.pct_of_peak_sustained_active [%],0.29,1.07,3.05
sm__pipe_alu_cycles_active.sum.pct_of_peak_sustained_elapsed [%],0.00,0.02,0.05
sm__pipe_fma_cycles_active.avg.pct_of_peak_sustained_active [%],0.12,5.71,16.26
sm__pipe_fma_cycles_active.avg.pct_of_peak_sustained_elapsed [%],0.00,0.10,0.28
sm__pipe_fma_cycles_active.max.pct_of_peak_sustained_active [%],6.80,330.95,942.93
sm__pipe_fma_cycles_active.max.pct_of_peak_sustained_elapsed [%],0.04,5.69,16.10
sm__pipe_fma_cycles_active.min.pct_of_peak_sustained_active [%],0,0,0
sm__pipe_fma_cycles_active.min.pct_of_peak_sustained_elapsed [%],0,0,0
sm__pipe_fma_cycles_active.sum.pct_of_peak_sustained_active [%],0.12,5.71,16.26
sm__pipe_fma_cycles_active.sum.pct_of_peak_sustained_elapsed [%],0.00,0.10,0.28
sm__pipe_fmaheavy_cycles_active.avg.pct_of_peak_sustained_elapsed [%],0.00,0,0.28
sm__pipe_fmaheavy_cycles_active.max.pct_of_peak_sustained_elapsed [%],0.07,0,16.10
sm__pipe_fmaheavy_cycles_active.min.pct_of_peak_sustained_elapsed [%],0,0,0
sm__pipe_fmaheavy_cycles_active.sum.pct_of_peak_sustained_elapsed [%],0.00,0,0.28
sm__pipe_fp64_cycles_active.avg.pct_of_peak_sustained_active [%],0,0,0
sm__pipe_fp64_cycles_active.avg.pct_of_peak_sustained_elapsed [%],0,0,0
sm__pipe_fp64_cycles_active.max.pct_of_peak_sustained_active [%],0,0,0
sm__pipe_fp64_cycles_active.max.pct_of_peak_sustained_elapsed [%],0,0,0
sm__pipe_fp64_cycles_active.min.pct_of_peak_sustained_active [%],0,0,0
sm__pipe_fp64_cycles_active.min.pct_of_peak_sustained_elapsed [%],0,0,0
sm__pipe_fp64_cycles_active.sum.pct_of_peak_sustained_active [%],0,0,0
sm__pipe_fp64_cycles_active.sum.pct_of_peak_sustained_elapsed [%],0,0,0
sm__pipe_tensor_cycles_active.avg.pct_of_peak_sustained_active [%],0,0,0
sm__pipe_tensor_cycles_active.avg.pct_of_peak_sustained_elapsed [%],0,0,0
sm__pipe_tensor_cycles_active.max.pct_of_peak_sustained_active [%],0,0,0
sm__pipe_tensor_cycles_active.max.pct_of_peak_sustained_elapsed [%],0,0,0
sm__pipe_tensor_cycles_active.min.pct_of_peak_sustained_active [%],0,0,0
sm__pipe_tensor_cycles_active.min.pct_of_peak_sustained_elapsed [%],0,0,0
sm__pipe_tensor_cycles_active.sum.pct_of_peak_sustained_active [%],0,0,0
sm__pipe_tensor_cycles_active.sum.pct_of_peak_sustained_elapsed [%],0,0,0
sm__pipe_tensor_op_hmma_cycles_active.avg.pct_of_peak_sustained_active [%],0,0,0
sm__pipe_tensor_op_hmma_cycles_active.avg.pct_of_peak_sustained_elapsed [%],0,0,0
sm__pipe_tensor_op_hmma_cycles_active.max.pct_of_peak_sustained_active [%],0,0,0
sm__pipe_tensor_op_hmma_cycles_active.max.pct_of_peak_sustained_elapsed [%],0,0,0
sm__pipe_tensor_op_hmma_cycles_active.min.pct_of_peak_sustained_active [%],0,0,0
sm__pipe_tensor_op_hmma_cycles_active.min.pct_of_peak_sustained_elapsed [%],0,0,0
sm__pipe_tensor_op_hmma_cycles_active.sum.pct_of_peak_sustained_active [%],0,0,0
sm__pipe_tensor_op_hmma_cycles_active.sum.pct_of_peak_sustained_elapsed [%],0,0,0
sm__pipe_tensor_op_imma_cycles_active.avg.pct_of_peak_sustained_active [%],0,0,0
sm__pipe_tensor_op_imma_cycles_active.avg.pct_of_peak_sustained_elapsed [%],0,0,0
sm__pipe_tensor_op_imma_cycles_active.max.pct_of_peak_sustained_active [%],0,0,0
sm__pipe_tensor_op_imma_cycles_active.max.pct_of_peak_sustained_elapsed [%],0,0,0
sm__pipe_tensor_op_imma_cycles_active.min.pct_of_peak_sustained_active [%],0,0,0
sm__pipe_tensor_op_imma_cycles_active.min.pct_of_peak_sustained_elapsed [%],0,0,0
sm__pipe_tensor_op_imma_cycles_active.sum.pct_of_peak_sustained_active [%],0,0,0
sm__pipe_tensor_op_imma_cycles_active.sum.pct_of_peak_sustained_elapsed [%],0,0,0
sm__sass_inst_executed_op_ldgsts_cache_access.sum [inst],0,0,0
sm__sass_inst_executed_op_ldgsts_cache_bypass.sum [inst],0,0,0
sm__sass_l1tex_m_xbar2l1tex_read_bytes_mem_global_op_ldgsts_cache_bypass.sum [byte],0,0,0
sm__sass_l1tex_m_xbar2l1tex_read_bytes_mem_global_op_ldgsts_cache_bypass.sum.pct_of_peak_sustained_elapsed [%],0,0,0
sm__sass_l1tex_m_xbar2l1tex_read_bytes_mem_global_op_ldgsts_cache_bypass.sum.per_second [byte/s],0,0,0
sm__sass_l1tex_t_requests_pipe_lsu_mem_global_op_ldgsts.sum,0,0,0
sm__sass_l1tex_t_requests_pipe_lsu_mem_global_op_ldgsts.sum.pct_of_peak_sustained_elapsed [%],0,0,0
sm__sass_l1tex_t_requests_pipe_lsu_mem_global_op_ldgsts_cache_access.sum,0,0,0
sm__sass_l1tex_t_requests_pipe_lsu_mem_global_op_ldgsts_cache_bypass.sum,0,0,0
sm__sass_l1tex_t_sectors_pipe_lsu_mem_global_op_ldgsts_cache_access.sum [sector],0,0,0
sm__sass_l1tex_t_sectors_pipe_lsu_mem_global_op_ldgsts_cache_access.sum.pct_of_peak_sustained_elapsed [%],0,0,0
sm__sass_l1tex_t_sectors_pipe_lsu_mem_global_op_ldgsts_cache_access.sum.per_second [sector/s],0,0,0
sm__sass_l1tex_t_sectors_pipe_lsu_mem_global_op_ldgsts_cache_bypass.sum [sector],0,0,0
sm__sass_l1tex_t_sectors_pipe_lsu_mem_global_op_ldgsts_cache_bypass.sum.pct_of_peak_sustained_elapsed [%],0,0,0
sm__sass_thread_inst_executed_op_dfma_pred_on.avg.peak_sustained [inst/cycle],2,2,2
sm__sass_thread_inst_executed_op_dfma_pred_on.max.peak_sustained [inst/cycle],2,2,2
sm__sass_thread_inst_executed_op_dfma_pred_on.min.peak_sustained [inst/cycle],2,2,2
sm__sass_thread_inst_executed_op_dfma_pred_on.sum.peak_sustained [inst/cycle],116,116,116
sm__sass_thread_inst_executed_op_ffma_pred_on.avg.peak_sustained [inst/cycle],128,128,128
sm__sass_thread_inst_executed_op_ffma_pred_on.max.peak_sustained [inst/cycle],128,128,128
sm__sass_thread_inst_executed_op_ffma_pred_on.min.peak_sustained [inst/cycle],128,128,128
sm__sass_thread_inst_executed_op_ffma_pred_on.sum.peak_sustained [inst/cycle],"7,424","7,424","7,424"
sm__sass_thread_inst_executed_op_hfma_pred_on.avg.peak_sustained [inst/cycle],64,64,64
sm__sass_thread_inst_executed_op_hfma_pred_on.max.peak_sustained [inst/cycle],64,64,64
sm__sass_thread_inst_executed_op_hfma_pred_on.min.peak_sustained [inst/cycle],64,64,64
sm__sass_thread_inst_executed_op_hfma_pred_on.sum.peak_sustained [inst/cycle],"3,712","3,712","3,712"
sm__throughput.max.pct_of_peak_sustained_elapsed [%],0.25,6.40,18.12
sm__throughput.min.pct_of_peak_sustained_elapsed [%],0,0,0
sm__throughput.sum.pct_of_peak_sustained_elapsed [%],0.00,0.11,0.31
sm__warps_active.avg.pct_of_peak_sustained_active [%],2.12,2.08,2.08
sm__warps_active.avg.per_cycle_active [warp],1.02,1.00,1.00
sm__warps_active.max.pct_of_peak_sustained_active [%],122.82,120.83,120.84
sm__warps_active.max.per_cycle_active [warp],58.95,58.00,58.00
sm__warps_active.min.pct_of_peak_sustained_active [%],0,0,0
sm__warps_active.min.per_cycle_active [warp],0,0,0
sm__warps_active.sum.pct_of_peak_sustained_active [%],2.12,2.08,2.08
sm__warps_active.sum.per_cycle_active [warp],58.95,58.00,58.00
smsp__average_warp_latency_per_inst_issued.ratio [cycle],31.07,3.89,1.37
smsp__average_warps_active_per_inst_executed.ratio [cycle],46.61,3.89,1.37
smsp__average_warps_issue_stalled_barrier_per_issue_active.ratio [inst],0,0,0
smsp__average_warps_issue_stalled_branch_resolving_per_issue_active.ratio [inst],0.30,0.08,0.08
smsp__average_warps_issue_stalled_dispatch_stall_per_issue_active.ratio [inst],0,0,0
smsp__average_warps_issue_stalled_drain_per_issue_active.ratio [inst],0.93,0.00,0.00
smsp__average_warps_issue_stalled_imc_miss_per_issue_active.ratio [inst],22.37,0.00,0.00
smsp__average_warps_issue_stalled_lg_throttle_per_issue_active.ratio [inst],0,0,0
smsp__average_warps_issue_stalled_long_scoreboard_per_issue_active.ratio [inst],0,0,0
smsp__average_warps_issue_stalled_math_pipe_throttle_per_issue_active.ratio [inst],0,0,0
smsp__average_warps_issue_stalled_membar_per_issue_active.ratio [inst],0,0,0
smsp__average_warps_issue_stalled_mio_throttle_per_issue_active.ratio [inst],0,0,0
smsp__average_warps_issue_stalled_misc_per_issue_active.ratio [inst],0.04,0,0.00
smsp__average_warps_issue_stalled_no_instruction_per_issue_active.ratio [inst],3.48,0.06,0.06
smsp__average_warps_issue_stalled_not_selected_per_issue_active.ratio [inst],0,0,0
smsp__average_warps_issue_stalled_selected_per_issue_active.ratio [inst],1,1,1
smsp__average_warps_issue_stalled_short_scoreboard_per_issue_active.ratio [inst],1.30,0.00,0.00
smsp__average_warps_issue_stalled_sleeping_per_issue_active.ratio [inst],0,0,0
smsp__average_warps_issue_stalled_tex_throttle_per_issue_active.ratio [inst],0,0,0
smsp__average_warps_issue_stalled_wait_per_issue_active.ratio [inst],1.63,2.75,0.22
smsp__branch_targets_threads_divergent [branches],0,0,0
smsp__cycles_active.avg [cycle],3.61,"2,475.16",868.82
smsp__cycles_active.max [cycle],837,"574,238","201,566"
smsp__cycles_active.min [cycle],0,0,0
smsp__cycles_active.sum [cycle],837,"574,238","201,566"
smsp__cycles_elapsed.avg [cycle],"2,704.52","576,164.93","203,516.66"
smsp__cycles_elapsed.avg.per_second [Mhz],586.92,585.04,585.25
smsp__cycles_elapsed.max [cycle],"2,708","576,172","203,521"
smsp__cycles_elapsed.max.per_second [Mhz],587.67,585.05,585.26
smsp__cycles_elapsed.min [cycle],"2,700","576,160","203,512"
smsp__cycles_elapsed.min.per_second [Mhz],585.94,585.03,585.24
smsp__cycles_elapsed.sum [cycle],"627,448","133,670,264","47,215,864"
smsp__cycles_elapsed.sum.per_second [Ghz],136.16,135.73,135.78
smsp__imc_request_hit_rate.pct [%],57.14,100.00,100.00
smsp__imc_requests.sum [cycle],7,"135,175","135,175"
smsp__imc_requests.sum.pct_of_peak_sustained_elapsed [%],0.00,0.10,0.29
smsp__inst_executed.avg [inst],0.08,635.67,635.73
smsp__inst_executed.max [inst],18,"147,475","147,490"
smsp__inst_executed.min [inst],0,0,0
smsp__inst_executed.sum [inst],18,"147,475","147,490"
smsp__inst_executed_op_branch.avg [inst],0.01,17.66,17.66
smsp__inst_executed_op_branch.max [inst],2,"4,098","4,098"
smsp__inst_executed_op_branch.min [inst],0,0,0
smsp__inst_executed_op_branch.sum [inst],2,"4,098","4,098"
smsp__inst_executed_op_generic_atom_dot_alu.sum [inst],0,0,0
smsp__inst_executed_op_generic_atom_dot_alu.sum.pct_of_peak_sustained_elapsed [%],0,0,0
smsp__inst_executed_op_generic_atom_dot_cas.sum [inst],0,0,0
smsp__inst_executed_op_generic_atom_dot_cas.sum.pct_of_peak_sustained_elapsed [%],0,0,0
smsp__inst_executed_op_global_red.sum [inst],0,0,0
smsp__inst_executed_op_global_red.sum.pct_of_peak_sustained_elapsed [%],0,0,0
smsp__inst_executed_op_ldgsts.sum [inst],0,0,0
smsp__inst_executed_op_ldgsts.sum.pct_of_peak_sustained_elapsed [%],0,0,0
smsp__inst_executed_op_ldsm.sum [inst],0,0,0
smsp__inst_executed_op_ldsm.sum.pct_of_peak_sustained_elapsed [%],0,0,0
smsp__inst_executed_op_shared_atom.sum [inst],0,0,0
smsp__inst_executed_op_shared_atom.sum.pct_of_peak_sustained_elapsed [%],0,0,0
smsp__inst_executed_op_surface_atom_dot_alu.sum [inst],0,0,0
smsp__inst_executed_op_surface_atom_dot_alu.sum.pct_of_peak_sustained_elapsed [%],0,0,0
smsp__inst_executed_op_surface_atom_dot_cas.sum [inst],0,0,0
smsp__inst_executed_op_surface_atom_dot_cas.sum.pct_of_peak_sustained_elapsed [%],0,0,0
smsp__inst_executed_op_surface_ld.sum [inst],0,0,0
smsp__inst_executed_op_surface_ld.sum.pct_of_peak_sustained_elapsed [%],0,0,0
smsp__inst_executed_op_surface_red.sum [inst],0,0,0
smsp__inst_executed_op_surface_red.sum.pct_of_peak_sustained_elapsed [%],0,0,0
smsp__inst_executed_op_surface_st.sum [inst],0,0,0
smsp__inst_executed_op_surface_st.sum.pct_of_peak_sustained_elapsed [%],0,0,0
smsp__inst_executed_op_texture.sum [inst],0,0,0
smsp__inst_executed_op_texture.sum.pct_of_peak_sustained_elapsed [%],0,0,0
smsp__inst_issued.avg [inst],0.12,635.70,635.76
smsp__inst_issued.max [inst],27,"147,482","147,496"
smsp__inst_issued.min [inst],0,0,0
smsp__inst_issued.sum [inst],27,"147,482","147,496"
smsp__issue_active.avg.pct_of_peak_sustained_active [%],3.23,25.68,73.18
smsp__issue_active.avg.per_cycle_active,0.03,0.26,0.73
smsp__issue_active.max.pct_of_peak_sustained_active [%],748.39,"5,958.47","16,976.61"
smsp__issue_active.max.per_cycle_active,7.48,59.58,169.77
smsp__issue_active.min.pct_of_peak_sustained_active [%],0,0,0
smsp__issue_active.min.per_cycle_active,0,0,0
smsp__issue_active.sum.pct_of_peak_sustained_active [%],3.23,25.68,73.18
smsp__issue_active.sum.per_cycle_active,7.48,59.58,169.77
smsp__issue_inst0.avg.pct_of_peak_sustained_active [%],96.77,74.32,26.82
smsp__issue_inst0.max.pct_of_peak_sustained_active [%],"22,451.61","17,241.53","6,223.39"
smsp__issue_inst0.min.pct_of_peak_sustained_active [%],0,0,0
smsp__issue_inst0.sum.pct_of_peak_sustained_active [%],96.77,74.32,26.82
smsp__maximum_warps_avg_per_active_cycle [warp],4,4,4
smsp__pcsamp_aggregated_passes [pass],2,2,2
smsp__pcsamp_buffer_size_bytes [Mbyte],33.55,33.55,33.55
smsp__pcsamp_dropped_bytes [byte],0,0,0
smsp__pcsamp_interval,5,5,5
smsp__pcsamp_interval_cycles [cycle],"1,024","1,024","1,024"
smsp__pcsamp_sample_count,1,561 {35},196 {38}
smsp__pcsamp_warps_issue_stalled_barrier [warp],0,0 {35},0 {38}
smsp__pcsamp_warps_issue_stalled_barrier_not_issued [warp],0,0 {35},0 {38}
smsp__pcsamp_warps_issue_stalled_branch_resolving [branches],0,0 {35},12 {38}
smsp__pcsamp_warps_issue_stalled_branch_resolving_not_issued [branches],0,0 {35},12 {38}
smsp__pcsamp_warps_issue_stalled_dispatch_stall [warp],0,0 {35},0 {38}
smsp__pcsamp_warps_issue_stalled_dispatch_stall_not_issued [warp],0,0 {35},0 {38}
smsp__pcsamp_warps_issue_stalled_drain [warp],0,0 {35},0 {38}
