ID,0,1,2
sm__instruction_throughput_internal_activity.min.pct_of_peak_sustained_elapsed [%],0,0,0
sm__instruction_throughput_internal_activity.sum.pct_of_peak_sustained_elapsed [%],0,0,0
sm__issue_active.avg.pct_of_peak_sustained_elapsed [%],0.00,0.11,0.31
sm__issue_active.max.pct_of_peak_sustained_elapsed [%],0.25,6.40,18.12
sm__issue_active.min.pct_of_peak_sustained_elapsed [%],0,0,0
sm__issue_active.sum.pct_of_peak_sustained_elapsed [%],0.00,0.11,0.31
sm__maximum_warps_avg_per_active_cycle [warp],16,16,16
sm__maximum_warps_per_active_cycle_pct [%],33.33,33.33,33.33
sm__memory_throughput.avg.pct_of_peak_sustained_elapsed [%],0.00,0.00,0.00
sm__memory_throughput.max.pct_of_peak_sustained_elapsed [%],0.22,0.00,0.00
sm__memory_throughput.min.pct_of_peak_sustained_elapsed [%],0,0,0
sm__memory_throughput.sum.pct_of_peak_sustained_elapsed [%],0.00,0.00,0.00
sm__memory_throughput_internal_activity.avg.pct_of_peak_sustained_elapsed [%],0,0,0
sm__memory_throughput_internal_activity.max.pct_of_peak_sustained_elapsed [%],0,0,0
sm__memory_throughput_internal_activity.min.pct_of_peak_sustained_elapsed [%],0,0,0
sm__memory_throughput_internal_activity.sum.pct_of_peak_sustained_elapsed [%],0,0,0
sm__mio2rf_writeback_active.avg.pct_of_peak_sustained_elapsed [%],0.00,0.00,0.00
sm__mio2rf_writeback_active.max.pct_of_peak_sustained_elapsed [%],0.02,0.00,0.00
sm__mio2rf_writeback_active.min.pct_of_peak_sustained_elapsed [%],0,0,0
sm__mio2rf_writeback_active.sum.pct_of_peak_sustained_elapsed [%],0.00,0.00,0.00
sm__mio_inst_issued.avg.pct_of_peak_sustained_elapsed [%],0.00,0.00,0.00
sm__mio_inst_issued.max.pct_of_peak_sustained_elapsed [%],0.10,0.00,0.00
sm__mio_inst_issued.min.pct_of_peak_sustained_elapsed [%],0,0,0
sm__mio_inst_issued.sum.pct_of_peak_sustained_elapsed [%],0.00,0.00,0.00
sm__mio_pq_read_cycles_active.avg.pct_of_peak_sustained_elapsed [%],0.00,0.00,0.00
sm__mio_pq_read_cycles_active.max.pct_of_peak_sustained_elapsed [%],0.07,0.00,0.00
sm__mio_pq_read_cycles_active.min.pct_of_peak_sustained_elapsed [%],0,0,0
sm__mio_pq_read_cycles_active.sum.pct_of_peak_sustained_elapsed [%],0.00,0.00,0.00
sm__mio_pq_write_cycles_active.avg.pct_of_peak_sustained_elapsed [%],0.00,0.00,0.00
sm__mio_pq_write_cycles_active.max.pct_of_peak_sustained_elapsed [%],0.11,0.00,0.00
sm__mio_pq_write_cycles_active.min.pct_of_peak_sustained_elapsed [%],0,0,0
sm__mio_pq_write_cycles_active.sum.pct_of_peak_sustained_elapsed [%],0.00,0.00,0.00
sm__ops_path_tensor_src_bf16_dst_fp32_sparsity_off.avg,0,0,0
sm__ops_path_tensor_src_bf16_dst_fp32_sparsity_off.avg.pct_of_peak_sustained_elapsed [%],0,0,0
sm__ops_path_tensor_src_bf16_dst_fp32_sparsity_off.avg.peak_sustained,512,512,512
sm__ops_path_tensor_src_bf16_dst_fp32_sparsity_off.avg.peak_sustained_elapsed.per_second,"300,501,915,708.81","299,539,865,367.55","299,647,233,160.82"
sm__ops_path_tensor_src_bf16_dst_fp32_sparsity_off.avg.per_cycle_elapsed,0,0,0
sm__ops_path_tensor_src_bf16_dst_fp32_sparsity_off.avg.per_second,0,0,0
sm__ops_path_tensor_src_bf16_dst_fp32_sparsity_off.max,0,0,0
sm__ops_path_tensor_src_bf16_dst_fp32_sparsity_off.max.pct_of_peak_sustained_elapsed [%],0,0,0
sm__ops_path_tensor_src_bf16_dst_fp32_sparsity_off.max.peak_sustained,512,512,512
sm__ops_path_tensor_src_bf16_dst_fp32_sparsity_off.max.peak_sustained_elapsed.per_second,"300,501,915,708.81","299,539,865,367.55","299,647,233,160.82"
sm__ops_path_tensor_src_bf16_dst_fp32_sparsity_off.max.per_cycle_elapsed,0,0,0
sm__ops_path_tensor_src_bf16_dst_fp32_sparsity_off.max.per_second,0,0,0
sm__ops_path_tensor_src_bf16_dst_fp32_sparsity_off.min,0,0,0
sm__ops_path_tensor_src_bf16_dst_fp32_sparsity_off.min.pct_of_peak_sustained_elapsed [%],0,0,0
sm__ops_path_tensor_src_bf16_dst_fp32_sparsity_off.min.peak_sustained,512,512,512
sm__ops_path_tensor_src_bf16_dst_fp32_sparsity_off.min.peak_sustained_elapsed.per_second,"300,501,915,708.81","299,539,865,367.55","299,647,233,160.82"
sm__ops_path_tensor_src_bf16_dst_fp32_sparsity_off.min.per_cycle_elapsed,0,0,0
sm__ops_path_tensor_src_bf16_dst_fp32_sparsity_off.min.per_second,0,0,0
sm__ops_path_tensor_src_bf16_dst_fp32_sparsity_off.sum,0,0,0
sm__ops_path_tensor_src_bf16_dst_fp32_sparsity_off.sum.pct_of_peak_sustained_elapsed [%],0,0,0
sm__ops_path_tensor_src_bf16_dst_fp32_sparsity_off.sum.peak_sustained,"29,696","29,696","29,696"
sm__ops_path_tensor_src_bf16_dst_fp32_sparsity_off.sum.peak_sustained_elapsed.per_second,"17,429,111,111,111.11","17,373,312,191,317.91","17,379,539,523,327.50"
sm__ops_path_tensor_src_bf16_dst_fp32_sparsity_off.sum.per_cycle_elapsed,0,0,0
sm__ops_path_tensor_src_bf16_dst_fp32_sparsity_off.sum.per_second,0,0,0
sm__ops_path_tensor_src_bf16_dst_fp32_sparsity_on.avg,0,0,0
sm__ops_path_tensor_src_bf16_dst_fp32_sparsity_on.avg.pct_of_peak_sustained_elapsed [%],0,0,0
sm__ops_path_tensor_src_bf16_dst_fp32_sparsity_on.avg.peak_sustained,"1,024","1,024","1,024"
sm__ops_path_tensor_src_bf16_dst_fp32_sparsity_on.avg.peak_sustained_elapsed.per_second,"601,003,831,417.62","599,079,730,735.10","599,294,466,321.64"
sm__ops_path_tensor_src_bf16_dst_fp32_sparsity_on.avg.per_cycle_elapsed,0,0,0
sm__ops_path_tensor_src_bf16_dst_fp32_sparsity_on.avg.per_second,0,0,0
sm__ops_path_tensor_src_bf16_dst_fp32_sparsity_on.max,0,0,0
sm__ops_path_tensor_src_bf16_dst_fp32_sparsity_on.max.pct_of_peak_sustained_elapsed [%],0,0,0
sm__ops_path_tensor_src_bf16_dst_fp32_sparsity_on.max.peak_sustained,"1,024","1,024","1,024"
sm__ops_path_tensor_src_bf16_dst_fp32_sparsity_on.max.peak_sustained_elapsed.per_second,"601,003,831,417.62","599,079,730,735.10","599,294,466,321.64"
sm__ops_path_tensor_src_bf16_dst_fp32_sparsity_on.max.per_cycle_elapsed,0,0,0
sm__ops_path_tensor_src_bf16_dst_fp32_sparsity_on.max.per_second,0,0,0
sm__ops_path_tensor_src_bf16_dst_fp32_sparsity_on.min,0,0,0
sm__ops_path_tensor_src_bf16_dst_fp32_sparsity_on.min.pct_of_peak_sustained_elapsed [%],0,0,0
sm__ops_path_tensor_src_bf16_dst_fp32_sparsity_on.min.peak_sustained,"1,024","1,024","1,024"
sm__ops_path_tensor_src_bf16_dst_fp32_sparsity_on.min.peak_sustained_elapsed.per_second,"601,003,831,417.62","599,079,730,735.10","599,294,466,321.64"
sm__ops_path_tensor_src_bf16_dst_fp32_sparsity_on.min.per_cycle_elapsed,0,0,0
sm__ops_path_tensor_src_bf16_dst_fp32_sparsity_on.min.per_second,0,0,0
sm__ops_path_tensor_src_bf16_dst_fp32_sparsity_on.sum,0,0,0
sm__ops_path_tensor_src_bf16_dst_fp32_sparsity_on.sum.pct_of_peak_sustained_elapsed [%],0,0,0
sm__ops_path_tensor_src_bf16_dst_fp32_sparsity_on.sum.peak_sustained,"59,392","59,392","59,392"
sm__ops_path_tensor_src_bf16_dst_fp32_sparsity_on.sum.peak_sustained_elapsed.per_second,"34,858,222,222,222.22","34,746,624,382,635.82","34,759,079,046,655.01"
sm__ops_path_tensor_src_bf16_dst_fp32_sparsity_on.sum.per_cycle_elapsed,0,0,0
sm__ops_path_tensor_src_bf16_dst_fp32_sparsity_on.sum.per_second,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_off.avg,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_off.avg.pct_of_peak_sustained_elapsed [%],0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_off.avg.peak_sustained,"1,024","1,024","1,024"
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_off.avg.peak_sustained_elapsed.per_second,"601,003,831,417.62","599,079,730,735.10","599,294,466,321.64"
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_off.avg.per_cycle_elapsed,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_off.avg.per_second,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_off.max,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_off.max.pct_of_peak_sustained_elapsed [%],0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_off.max.peak_sustained,"1,024","1,024","1,024"
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_off.max.peak_sustained_elapsed.per_second,"601,003,831,417.62","599,079,730,735.10","599,294,466,321.64"
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_off.max.per_cycle_elapsed,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_off.max.per_second,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_off.min,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_off.min.pct_of_peak_sustained_elapsed [%],0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_off.min.peak_sustained,"1,024","1,024","1,024"
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_off.min.peak_sustained_elapsed.per_second,"601,003,831,417.62","599,079,730,735.10","599,294,466,321.64"
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_off.min.per_cycle_elapsed,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_off.min.per_second,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_off.sum,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_off.sum.pct_of_peak_sustained_elapsed [%],0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_off.sum.peak_sustained,"59,392","59,392","59,392"
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_off.sum.peak_sustained_elapsed.per_second,"34,858,222,222,222.22","34,746,624,382,635.82","34,759,079,046,655.01"
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_off.sum.per_cycle_elapsed,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_off.sum.per_second,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_on.avg,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_on.avg.pct_of_peak_sustained_elapsed [%],0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_on.avg.peak_sustained,"2,048","2,048","2,048"
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_on.avg.peak_sustained_elapsed.per_second,"1,202,007,662,835.25","1,198,159,461,470.20","1,198,588,932,643.28"
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_on.avg.per_cycle_elapsed,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_on.avg.per_second,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_on.max,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_on.max.pct_of_peak_sustained_elapsed [%],0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_on.max.peak_sustained,"2,048","2,048","2,048"
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_on.max.peak_sustained_elapsed.per_second,"1,202,007,662,835.25","1,198,159,461,470.20","1,198,588,932,643.28"
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_on.max.per_cycle_elapsed,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_on.max.per_second,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_on.min,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_on.min.pct_of_peak_sustained_elapsed [%],0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_on.min.peak_sustained,"2,048","2,048","2,048"
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_on.min.peak_sustained_elapsed.per_second,"1,202,007,662,835.25","1,198,159,461,470.20","1,198,588,932,643.28"
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_on.min.per_cycle_elapsed,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_on.min.per_second,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_on.sum,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_on.sum.pct_of_peak_sustained_elapsed [%],0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_on.sum.peak_sustained,"118,784","118,784","118,784"
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_on.sum.peak_sustained_elapsed.per_second,"69,716,444,444,444.44","69,493,248,765,271.64","69,518,158,093,310.02"
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_on.sum.per_cycle_elapsed,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_on.sum.per_second,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_off.avg,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_off.avg.pct_of_peak_sustained_elapsed [%],0,0,0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_off.avg.peak_sustained,512,512,512
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_off.avg.peak_sustained_elapsed.per_second,"300,501,915,708.81","299,539,865,367.55","299,647,233,160.82"
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_off.avg.per_cycle_elapsed,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_off.avg.per_second,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_off.max,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_off.max.pct_of_peak_sustained_elapsed [%],0,0,0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_off.max.peak_sustained,512,512,512
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_off.max.peak_sustained_elapsed.per_second,"300,501,915,708.81","299,539,865,367.55","299,647,233,160.82"
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_off.max.per_cycle_elapsed,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_off.max.per_second,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_off.min,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_off.min.pct_of_peak_sustained_elapsed [%],0,0,0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_off.min.peak_sustained,512,512,512
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_off.min.peak_sustained_elapsed.per_second,"300,501,915,708.81","299,539,865,367.55","299,647,233,160.82"
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_off.min.per_cycle_elapsed,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_off.min.per_second,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_off.sum,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_off.sum.pct_of_peak_sustained_elapsed [%],0,0,0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_off.sum.peak_sustained,"29,696","29,696","29,696"
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_off.sum.peak_sustained_elapsed.per_second,"17,429,111,111,111.11","17,373,312,191,317.91","17,379,539,523,327.50"
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_off.sum.per_cycle_elapsed,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_off.sum.per_second,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_on.avg,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_on.avg.pct_of_peak_sustained_elapsed [%],0,0,0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_on.avg.peak_sustained,"1,024","1,024","1,024"
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_on.avg.peak_sustained_elapsed.per_second,"601,003,831,417.62","599,079,730,735.10","599,294,466,321.64"
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_on.avg.per_cycle_elapsed,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_on.avg.per_second,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_on.max,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_on.max.pct_of_peak_sustained_elapsed [%],0,0,0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_on.max.peak_sustained,"1,024","1,024","1,024"
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_on.max.peak_sustained_elapsed.per_second,"601,003,831,417.62","599,079,730,735.10","599,294,466,321.64"
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_on.max.per_cycle_elapsed,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_on.max.per_second,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_on.min,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_on.min.pct_of_peak_sustained_elapsed [%],0,0,0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_on.min.peak_sustained,"1,024","1,024","1,024"
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_on.min.peak_sustained_elapsed.per_second,"601,003,831,417.62","599,079,730,735.10","599,294,466,321.64"
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_on.min.per_cycle_elapsed,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_on.min.per_second,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_on.sum,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_on.sum.pct_of_peak_sustained_elapsed [%],0,0,0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_on.sum.peak_sustained,"59,392","59,392","59,392"
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_on.sum.peak_sustained_elapsed.per_second,"34,858,222,222,222.22","34,746,624,382,635.82","34,759,079,046,655.01"
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_on.sum.per_cycle_elapsed,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_on.sum.per_second,0,0,0
sm__ops_path_tensor_src_fp64.avg,0,0,0
sm__ops_path_tensor_src_fp64.avg.pct_of_peak_sustained_elapsed [%],0,0,0
sm__ops_path_tensor_src_fp64.avg.peak_sustained,3.53,3.53,3.53
sm__ops_path_tensor_src_fp64.avg.peak_sustained_elapsed.per_second,"2,072,427,004.89","2,065,792,174.95","2,066,532,642.49"
sm__ops_path_tensor_src_fp64.avg.per_cycle_elapsed,0,0,0
sm__ops_path_tensor_src_fp64.avg.per_second,0,0,0
sm__ops_path_tensor_src_fp64.max,0,0,0
sm__ops_path_tensor_src_fp64.max.pct_of_peak_sustained_elapsed [%],0,0,0
sm__ops_path_tensor_src_fp64.max.peak_sustained,3.53,3.53,3.53
sm__ops_path_tensor_src_fp64.max.peak_sustained_elapsed.per_second,"2,072,427,004.89","2,065,792,174.95","2,066,532,642.49"
sm__ops_path_tensor_src_fp64.max.per_cycle_elapsed,0,0,0
sm__ops_path_tensor_src_fp64.max.per_second,0,0,0
sm__ops_path_tensor_src_fp64.min,0,0,0
sm__ops_path_tensor_src_fp64.min.pct_of_peak_sustained_elapsed [%],0,0,0
sm__ops_path_tensor_src_fp64.min.peak_sustained,3.53,3.53,3.53
sm__ops_path_tensor_src_fp64.min.peak_sustained_elapsed.per_second,"2,072,427,004.89","2,065,792,174.95","2,066,532,642.49"
sm__ops_path_tensor_src_fp64.min.per_cycle_elapsed,0,0,0
sm__ops_path_tensor_src_fp64.min.per_second,0,0,0
sm__ops_path_tensor_src_fp64.sum,0,0,0
sm__ops_path_tensor_src_fp64.sum.pct_of_peak_sustained_elapsed [%],0,0,0
sm__ops_path_tensor_src_fp64.sum.peak_sustained,204.80,204.80,204.80
sm__ops_path_tensor_src_fp64.sum.peak_sustained_elapsed.per_second,"120,200,766,283.52","119,815,946,147.02","119,858,893,264.33"
sm__ops_path_tensor_src_fp64.sum.per_cycle_elapsed,0,0,0
sm__ops_path_tensor_src_fp64.sum.per_second,0,0,0
sm__ops_path_tensor_src_int1.avg,0,0,0
sm__ops_path_tensor_src_int1.avg.pct_of_peak_sustained_elapsed [%],0,0,0
sm__ops_path_tensor_src_int1.avg.peak_sustained,"16,384","16,384","16,384"
sm__ops_path_tensor_src_int1.avg.peak_sustained_elapsed.per_second,"9,616,061,302,681.99","9,585,275,691,761.61","9,588,711,461,146.21"
sm__ops_path_tensor_src_int1.avg.per_cycle_elapsed,0,0,0
sm__ops_path_tensor_src_int1.avg.per_second,0,0,0
sm__ops_path_tensor_src_int1.max,0,0,0
sm__ops_path_tensor_src_int1.max.pct_of_peak_sustained_elapsed [%],0,0,0
sm__ops_path_tensor_src_int1.max.peak_sustained,"16,384","16,384","16,384"
sm__ops_path_tensor_src_int1.max.peak_sustained_elapsed.per_second,"9,616,061,302,681.99","9,585,275,691,761.61","9,588,711,461,146.21"
sm__ops_path_tensor_src_int1.max.per_cycle_elapsed,0,0,0
sm__ops_path_tensor_src_int1.max.per_second,0,0,0
sm__ops_path_tensor_src_int1.min,0,0,0
sm__ops_path_tensor_src_int1.min.pct_of_peak_sustained_elapsed [%],0,0,0
sm__ops_path_tensor_src_int1.min.peak_sustained,"16,384","16,384","16,384"
sm__ops_path_tensor_src_int1.min.peak_sustained_elapsed.per_second,"9,616,061,302,681.99","9,585,275,691,761.61","9,588,711,461,146.21"
sm__ops_path_tensor_src_int1.min.per_cycle_elapsed,0,0,0
sm__ops_path_tensor_src_int1.min.per_second,0,0,0
sm__ops_path_tensor_src_int1.sum,0,0,0
sm__ops_path_tensor_src_int1.sum.pct_of_peak_sustained_elapsed [%],0,0,0
sm__ops_path_tensor_src_int1.sum.peak_sustained,"950,272","950,272","950,272"
sm__ops_path_tensor_src_int1.sum.peak_sustained_elapsed.per_second,"557,731,555,555,555.50","555,945,990,122,173.12","556,145,264,746,480.12"
sm__ops_path_tensor_src_int1.sum.per_cycle_elapsed,0,0,0
sm__ops_path_tensor_src_int1.sum.per_second,0,0,0
sm__ops_path_tensor_src_int4_sparsity_off.avg,0,0,0
sm__ops_path_tensor_src_int4_sparsity_off.avg.pct_of_peak_sustained_elapsed [%],0,0,0
sm__ops_path_tensor_src_int4_sparsity_off.avg.peak_sustained,"4,096","4,096","4,096"
sm__ops_path_tensor_src_int4_sparsity_off.avg.peak_sustained_elapsed.per_second,"2,404,015,325,670.50","2,396,318,922,940.40","2,397,177,865,286.55"
sm__ops_path_tensor_src_int4_sparsity_off.avg.per_cycle_elapsed,0,0,0
sm__ops_path_tensor_src_int4_sparsity_off.avg.per_second,0,0,0
sm__ops_path_tensor_src_int4_sparsity_off.max,0,0,0
sm__ops_path_tensor_src_int4_sparsity_off.max.pct_of_peak_sustained_elapsed [%],0,0,0
sm__ops_path_tensor_src_int4_sparsity_off.max.peak_sustained,"4,096","4,096","4,096"
sm__ops_path_tensor_src_int4_sparsity_off.max.peak_sustained_elapsed.per_second,"2,404,015,325,670.50","2,396,318,922,940.40","2,397,177,865,286.55"
sm__ops_path_tensor_src_int4_sparsity_off.max.per_cycle_elapsed,0,0,0
sm__ops_path_tensor_src_int4_sparsity_off.max.per_second,0,0,0
sm__ops_path_tensor_src_int4_sparsity_off.min,0,0,0
sm__ops_path_tensor_src_int4_sparsity_off.min.pct_of_peak_sustained_elapsed [%],0,0,0
sm__ops_path_tensor_src_int4_sparsity_off.min.peak_sustained,"4,096","4,096","4,096"
sm__ops_path_tensor_src_int4_sparsity_off.min.peak_sustained_elapsed.per_second,"2,404,015,325,670.50","2,396,318,922,940.40","2,397,177,865,286.55"
sm__ops_path_tensor_src_int4_sparsity_off.min.per_cycle_elapsed,0,0,0
sm__ops_path_tensor_src_int4_sparsity_off.min.per_second,0,0,0
sm__ops_path_tensor_src_int4_sparsity_off.sum,0,0,0
sm__ops_path_tensor_src_int4_sparsity_off.sum.pct_of_peak_sustained_elapsed [%],0,0,0
sm__ops_path_tensor_src_int4_sparsity_off.sum.peak_sustained,"237,568","237,568","237,568"
sm__ops_path_tensor_src_int4_sparsity_off.sum.peak_sustained_elapsed.per_second,"139,432,888,888,888.88","138,986,497,530,543.28","139,036,316,186,620.03"
sm__ops_path_tensor_src_int4_sparsity_off.sum.per_cycle_elapsed,0,0,0
sm__ops_path_tensor_src_int4_sparsity_off.sum.per_second,0,0,0
sm__ops_path_tensor_src_int4_sparsity_on.avg,0,0,0
sm__ops_path_tensor_src_int4_sparsity_on.avg.pct_of_peak_sustained_elapsed [%],0,0,0
sm__ops_path_tensor_src_int4_sparsity_on.avg.peak_sustained,"8,192","8,192","8,192"
sm__ops_path_tensor_src_int4_sparsity_on.avg.peak_sustained_elapsed.per_second,"4,808,030,651,341.00","4,792,637,845,880.80","4,794,355,730,573.10"
sm__ops_path_tensor_src_int4_sparsity_on.avg.per_cycle_elapsed,0,0,0
sm__ops_path_tensor_src_int4_sparsity_on.avg.per_second,0,0,0
sm__ops_path_tensor_src_int4_sparsity_on.max,0,0,0
sm__ops_path_tensor_src_int4_sparsity_on.max.pct_of_peak_sustained_elapsed [%],0,0,0
sm__ops_path_tensor_src_int4_sparsity_on.max.peak_sustained,"8,192","8,192","8,192"
sm__ops_path_tensor_src_int4_sparsity_on.max.peak_sustained_elapsed.per_second,"4,808,030,651,341.00","4,792,637,845,880.80","4,794,355,730,573.10"
sm__ops_path_tensor_src_int4_sparsity_on.max.per_cycle_elapsed,0,0,0
sm__ops_path_tensor_src_int4_sparsity_on.max.per_second,0,0,0
sm__ops_path_tensor_src_int4_sparsity_on.min,0,0,0
sm__ops_path_tensor_src_int4_sparsity_on.min.pct_of_peak_sustained_elapsed [%],0,0,0
sm__ops_path_tensor_src_int4_sparsity_on.min.peak_sustained,"8,192","8,192","8,192"
sm__ops_path_tensor_src_int4_sparsity_on.min.peak_sustained_elapsed.per_second,"4,808,030,651,341.00","4,792,637,845,880.80","4,794,355,730,573.10"
sm__ops_path_tensor_src_int4_sparsity_on.min.per_cycle_elapsed,0,0,0
sm__ops_path_tensor_src_int4_sparsity_on.min.per_second,0,0,0
sm__ops_path_tensor_src_int4_sparsity_on.sum,0,0,0
sm__ops_path_tensor_src_int4_sparsity_on.sum.pct_of_peak_sustained_elapsed [%],0,0,0
sm__ops_path_tensor_src_int4_sparsity_on.sum.peak_sustained,"475,136","475,136","475,136"
sm__ops_path_tensor_src_int4_sparsity_on.sum.peak_sustained_elapsed.per_second,"278,865,777,777,777.75","277,972,995,061,086.56","278,072,632,373,240.06"
sm__ops_path_tensor_src_int4_sparsity_on.sum.per_cycle_elapsed,0,0,0
sm__ops_path_tensor_src_int4_sparsity_on.sum.per_second,0,0,0
sm__ops_path_tensor_src_int8_sparsity_off.avg,0,0,0
sm__ops_path_tensor_src_int8_sparsity_off.avg.pct_of_peak_sustained_elapsed [%],0,0,0
sm__ops_path_tensor_src_int8_sparsity_off.avg.peak_sustained,"2,048","2,048","2,048"
sm__ops_path_tensor_src_int8_sparsity_off.avg.peak_sustained_elapsed.per_second,"1,202,007,662,835.25","1,198,159,461,470.20","1,198,588,932,643.28"
